order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin,category,sub_category,description,unit_cost,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
IN-2022-54253,2022-05-05,2022-10-05,Standard Class,JF-15190,FUR-BO-10001147,853.65,5,0.0,221.85,0.26,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,153,2022,5,3,Thursday,Medium
IN-2022-23432,2022-06-06,2022-10-06,Standard Class,TS-21610,FUR-BO-10001147,752.9193,7,0.37,-131.6007,-0.17,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,122,2022,6,0,Monday,Low
ID-2019-57179,2019-09-13,2019-09-18,Standard Class,EM-13825,FUR-BO-10001155,339.48,3,0.2,-59.49,-0.18,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,5,2019,9,4,Friday,Low
IN-2021-78809,2021-01-23,2021-01-25,Second Class,AG-10900,FUR-BO-10001155,424.35,3,0.0,25.38,0.06,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,2,2021,1,5,Saturday,Low
IN-2021-45692,2021-06-18,2021-06-21,Second Class,EA-14035,FUR-BO-10001155,381.915,3,0.1,-17.055,-0.04,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,3,2021,6,4,Friday,Low
ID-2022-41191,2022-07-11,2022-09-11,First Class,DK-12895,FUR-BO-10001155,394.6455,3,0.07,-4.3245,-0.01,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,62,2022,7,0,Monday,Low
IN-2019-28654,2019-07-05,2019-11-05,Standard Class,TC-20980,FUR-BO-10001155,424.35,3,0.0,25.38,0.06,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,123,2019,7,4,Friday,Low
IN-2019-41394,2019-11-26,2019-01-12,Standard Class,AG-10675,FUR-BO-10001155,183.885,2,0.35,-82.095,-0.45,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",132.99,-318,2019,11,1,Tuesday,Low
ID-2021-15837,2021-09-18,2021-09-21,First Class,LC-16870,FUR-BO-10001192,586.944,2,0.2,168.744,0.29,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,3,2021,9,5,Saturday,Medium
ID-2022-19113,2022-08-27,2022-01-09,Standard Class,HM-14860,FUR-BO-10001192,880.416,4,0.4,44.016,0.05,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,-230,2022,8,5,Saturday,Low
IN-2019-43109,2019-09-28,2019-04-10,Standard Class,WB-21850,FUR-BO-10001192,1100.52,3,0.0,473.22,0.43,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,-171,2019,9,5,Saturday,High
IN-2021-22578,2021-10-30,2021-01-11,First Class,AB-10015,FUR-BO-10001192,660.312,2,0.1,242.112,0.37,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,-292,2021,10,5,Saturday,High
IN-2021-15340,2021-11-18,2021-11-19,First Class,TC-21535,FUR-BO-10001192,366.84,1,0.0,157.74,0.43,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,1,2021,11,3,Thursday,High
ID-2022-22242,2022-10-31,2022-04-11,Standard Class,GH-14410,FUR-BO-10001192,660.312,2,0.1,242.112,0.37,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,-203,2022,10,0,Monday,High
IN-2021-16964,2021-01-10,2021-04-10,First Class,KS-16300,FUR-BO-10001192,1320.624,4,0.1,484.224,0.37,Furniture,Bookcases,"Bush Library with Doors, Mobile",209.1,90,2021,1,6,Sunday,High
IN-2021-36963,2021-12-24,2021-12-26,First Class,VG-21805,FUR-BO-10001196,731.34,2,0.0,175.5,0.24,Furniture,Bookcases,"Bush Library with Doors, Pine",277.92,2,2021,12,4,Friday,Medium
IN-2020-79649,2020-09-28,2020-02-10,Standard Class,MK-17905,FUR-BO-10001196,691.1163,3,0.37,-142.6437,-0.21,Furniture,Bookcases,"Bush Library with Doors, Pine",277.92,-231,2020,9,0,Monday,Low
IN-2019-42619,2019-07-21,2019-07-23,Second Class,BS-11755,FUR-BO-10001196,1535.814,7,0.4,-409.626,-0.27,Furniture,Bookcases,"Bush Library with Doors, Pine",277.92,2,2019,7,6,Sunday,Low
IN-2022-55730,2022-02-10,2022-06-10,Standard Class,MG-17890,FUR-BO-10001196,1828.35,5,0.0,438.75,0.24,Furniture,Bookcases,"Bush Library with Doors, Pine",277.92,120,2022,2,3,Thursday,Medium
IN-2022-57837,2022-09-19,2022-09-21,Second Class,CS-12130,FUR-BO-10001212,1586.412,4,0.1,17.532,0.01,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,2,2022,9,0,Monday,Low
IN-2022-73377,2022-05-09,2022-11-09,Standard Class,LL-16840,FUR-BO-10001212,793.206,2,0.1,8.766,0.01,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,184,2022,5,0,Monday,Low
IN-2021-22760,2021-06-15,2021-06-19,Standard Class,VT-21700,FUR-BO-10001212,1322.01,3,0.0,145.35,0.11,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,4,2021,6,1,Tuesday,Medium
IN-2021-63745,2021-02-06,2021-05-06,Second Class,NF-18385,FUR-BO-10001212,793.206,2,0.1,8.766,0.01,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,89,2021,2,5,Saturday,Low
IN-2022-39077,2022-07-19,2022-07-23,Standard Class,JK-16120,FUR-BO-10001212,3278.5848,8,0.07,140.8248,0.04,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,4,2022,7,1,Tuesday,Low
ID-2021-65852,2021-09-10,2021-10-15,Standard Class,CK-12325,FUR-BO-10001212,555.2442,2,0.37,-229.1958,-0.41,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,35,2021,9,4,Friday,Low
ID-2020-62240,2020-04-20,2020-04-25,Standard Class,BD-11605,FUR-BO-10001212,859.3065,3,0.14984677493347998,-317.3535,-0.37,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",392.22,5,2020,4,0,Monday,Low
ID-2020-73391,2020-03-13,2020-03-18,Standard Class,PV-18985,FUR-BO-10001216,219.96,2,0.35,16.92,0.08,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,5,2020,3,4,Friday,Low
IN-2019-68729,2019-06-23,2019-06-25,Second Class,SG-20605,FUR-BO-10001216,507.6,3,0.0,203.04,0.4,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,2,2019,6,6,Sunday,High
ID-2019-20604,2019-04-06,2019-05-06,First Class,RF-19345,FUR-BO-10001216,1353.6,8,0.0,541.44,0.4,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,30,2019,4,5,Saturday,High
IN-2021-28892,2021-09-02,2021-02-15,Standard Class,CK-12595,FUR-BO-10001216,629.424,4,0.07,223.344,0.35,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,-199,2021,9,3,Thursday,High
ID-2022-35269,2022-09-01,2022-09-01,Same Day,JC-15340,FUR-BO-10001216,769.86,7,0.35,59.22,0.08,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,0,2022,9,3,Thursday,Low
ID-2022-86649,2022-05-21,2022-05-23,First Class,PC-18745,FUR-BO-10001233,57.984,1,0.6,-66.696,-1.15,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",124.68,2,2022,5,5,Saturday,Low
ID-2022-82309,2022-08-16,2022-08-21,Standard Class,FW-14395,FUR-BO-10001233,695.808,8,0.4,-301.632,-0.43,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",124.68,5,2022,8,1,Tuesday,Low
IN-2021-80048,2021-05-25,2021-05-29,Standard Class,NC-18625,FUR-BO-10001254,287.94,2,0.0,0.0,0.0,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",143.97,4,2021,5,1,Tuesday,Low
IN-2021-11938,2021-01-11,2021-05-11,Standard Class,EL-13735,FUR-BO-10001255,2634.552,8,0.1,116.952,0.04,Furniture,Bookcases,"Ikea Library with Doors, Mobile",314.7,120,2021,1,0,Monday,Low
IN-2022-20646,2022-05-11,2022-09-11,Standard Class,MC-17605,FUR-BO-10001255,548.865,3,0.5,-395.235,-0.72,Furniture,Bookcases,"Ikea Library with Doors, Mobile",314.7,123,2022,5,2,Wednesday,Low
IN-2022-29767,2022-03-22,2022-03-29,Standard Class,CA-12055,FUR-BO-10001255,731.82,2,0.0,102.42,0.14,Furniture,Bookcases,"Ikea Library with Doors, Mobile",314.7,7,2022,3,1,Tuesday,Medium
IN-2022-51628,2022-05-19,2022-05-22,Second Class,SR-20740,FUR-BO-10001255,987.957,3,0.1,43.857,0.04,Furniture,Bookcases,"Ikea Library with Doors, Mobile",314.7,3,2022,5,3,Thursday,Low
IN-2021-85662,2021-10-18,2021-10-20,Second Class,CK-12595,FUR-BO-10001309,823.5,2,0.0,172.92,0.21,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",325.29,2,2021,10,0,Monday,Medium
IN-2019-82330,2019-08-10,2019-10-14,Standard Class,AA-10375,FUR-BO-10001309,411.75,1,0.0,86.46,0.21,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",325.29,65,2019,8,5,Saturday,Medium
IN-2021-33785,2021-06-06,2021-12-06,Standard Class,BT-11680,FUR-BO-10001326,144.72,1,0.0,24.6,0.17,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",120.12,183,2021,6,6,Sunday,Medium
IN-2020-33813,2020-06-20,2020-06-24,Standard Class,CA-12055,FUR-BO-10001326,434.16,3,0.0,73.8,0.17,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",120.12,4,2020,6,5,Saturday,Medium
IN-2020-53357,2020-03-06,2020-08-06,Standard Class,RA-19885,FUR-BO-10001326,434.16,3,0.0,73.8,0.17,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",120.12,153,2020,3,4,Friday,Medium
IN-2020-54729,2020-12-21,2020-12-24,First Class,PV-18985,FUR-BO-10001326,434.16,3,0.0,73.8,0.17,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",120.12,3,2020,12,0,Monday,Medium
ID-2020-61722,2020-11-14,2020-11-17,First Class,TC-21145,FUR-BO-10001342,96.798,1,0.35,-52.122,-0.54,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,3,2020,11,5,Saturday,Low
ID-2021-23971,2021-06-09,2021-11-09,Second Class,MC-17605,FUR-BO-10001342,804.168,6,0.1,-89.352,-0.11,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,153,2021,6,2,Wednesday,Low
IN-2021-17139,2021-01-08,2021-06-08,Standard Class,JM-15655,FUR-BO-10001342,148.92,1,0.0,0.0,0.0,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,151,2021,1,4,Friday,Low
IN-2022-48310,2022-12-11,2022-11-16,Standard Class,JK-16090,FUR-BO-10001342,297.84,2,0.14984677493347998,0.0,0.0,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,-25,2022,12,6,Sunday,Low
IN-2019-59510,2019-03-19,2019-03-24,Standard Class,DK-12985,FUR-BO-10001342,595.68,4,0.14984677493347998,0.0,0.0,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,5,2019,3,1,Tuesday,Low
IN-2022-38335,2022-10-27,2022-10-28,First Class,TC-21475,FUR-BO-10001342,402.084,3,0.1,-44.676,-0.11,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,1,2022,10,3,Thursday,Low
IN-2019-86278,2019-07-10,2019-12-10,Standard Class,NH-18610,FUR-BO-10001362,822.42,2,0.0,123.36,0.15,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",349.53,153,2019,7,2,Wednesday,Medium
ID-2022-84661,2022-12-16,2022-12-21,Second Class,RP-19390,FUR-BO-10001362,493.452,2,0.4,-205.608,-0.42,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",349.53,5,2022,12,4,Friday,Low
IN-2019-86460,2019-10-14,2019-10-16,Second Class,JJ-15760,FUR-BO-10001370,263.106,1,0.4,-122.784,-0.47,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,2,2019,10,0,Monday,Low
IN-2020-83471,2020-12-27,2020-12-28,First Class,VT-21700,FUR-BO-10001370,877.02,2,0.0,105.24,0.12,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,1,2020,12,6,Sunday,Medium
IN-2020-79439,2020-05-02,2020-09-02,Second Class,EM-13810,FUR-BO-10001372,3076.5,7,0.0,215.25,0.07,Furniture,Bookcases,"Safco Classic Bookcase, Pine",408.75,123,2020,5,5,Saturday,Low
IN-2022-34317,2022-02-13,2022-02-15,Second Class,AM-10705,FUR-BO-10001372,1186.65,3,0.14984677493347998,-39.6,-0.03,Furniture,Bookcases,"Safco Classic Bookcase, Pine",408.75,2,2022,2,6,Sunday,Low
IN-2019-41254,2019-06-23,2019-06-27,Standard Class,SC-20230,FUR-BO-10001372,2637.0,6,0.0,184.5,0.07,Furniture,Bookcases,"Safco Classic Bookcase, Pine",408.75,4,2019,6,6,Sunday,Low
IN-2019-10286,2019-12-18,2019-12-21,First Class,PB-19210,FUR-BO-10001372,2197.5,5,0.0,153.75,0.07,Furniture,Bookcases,"Safco Classic Bookcase, Pine",408.75,3,2019,12,2,Wednesday,Low
IN-2022-65439,2022-05-30,2022-04-06,Standard Class,JM-15655,FUR-BO-10001385,396.252,3,0.1,149.652,0.38,Furniture,Bookcases,"Sauder Corner Shelving, Metal",82.2,-54,2022,5,0,Monday,High
ID-2020-79586,2020-11-18,2020-11-24,Standard Class,SE-20110,FUR-BO-10001385,409.4604,3,0.07,162.8604,0.4,Furniture,Bookcases,"Sauder Corner Shelving, Metal",82.2,6,2020,11,2,Wednesday,High
IN-2021-69009,2021-09-18,2021-09-25,Standard Class,LS-17245,FUR-BO-10001385,953.94,10,0.35,131.94,0.14,Furniture,Bookcases,"Sauder Corner Shelving, Metal",82.2,7,2021,9,5,Saturday,Medium
IN-2021-26617,2021-09-19,2021-09-26,Standard Class,EP-13915,FUR-BO-10001385,293.52,2,0.0,129.12,0.44,Furniture,Bookcases,"Sauder Corner Shelving, Metal",82.2,7,2021,9,6,Sunday,High
ID-2022-44117,2022-05-08,2022-09-08,Standard Class,TP-21130,FUR-BO-10001393,321.6591,3,0.37,-132.7509,-0.41,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,123,2022,5,6,Sunday,Low
IN-2020-40057,2020-03-17,2020-03-17,Same Day,TM-21490,FUR-BO-10001393,474.8301,3,0.07,20.4201,0.04,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,0,2020,3,1,Tuesday,Low
IN-2021-76681,2021-05-26,2021-05-30,Standard Class,JE-15715,FUR-BO-10001393,1107.9369,7,0.07,47.6469,0.04,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,4,2021,5,2,Wednesday,Low
IN-2021-19008,2021-12-12,2021-12-17,Standard Class,HA-14905,FUR-BO-10001393,850.95,5,0.0,93.6,0.11,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,5,2021,12,6,Sunday,Medium
IN-2020-21822,2020-04-12,2020-08-12,Standard Class,JS-16030,FUR-BO-10001393,680.76,4,0.0,74.88,0.11,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,122,2020,4,6,Sunday,Medium
IN-2020-44474,2020-04-17,2020-04-21,Standard Class,EP-13915,FUR-BO-10001393,408.456,3,0.2,-45.954,-0.11,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,4,2020,4,4,Friday,Low
IN-2022-82008,2022-06-25,2022-02-07,Standard Class,DC-12850,FUR-BO-10001452,248.22,2,0.0,96.78,0.39,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",75.72,-138,2022,6,5,Saturday,High
ID-2021-70122,2021-12-06,2021-06-16,Standard Class,AD-10180,FUR-BO-10001461,548.9046,3,0.07,253.7946,0.46,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",98.37,-173,2021,12,0,Monday,High
IN-2020-65915,2020-05-06,2020-07-06,Second Class,CC-12145,FUR-BO-10001461,196.74,1,0.0,98.37,0.5,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",98.37,61,2020,5,2,Wednesday,High
IN-2021-69051,2021-06-13,2021-06-17,Standard Class,JA-15970,FUR-BO-10001461,590.22,3,0.0,295.11,0.5,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",98.37,4,2021,6,6,Sunday,High
IN-2021-60224,2021-08-08,2021-11-08,First Class,LA-16780,FUR-BO-10001461,786.96,4,0.0,393.48,0.5,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",98.37,92,2021,8,6,Sunday,High
IN-2022-56206,2022-06-24,2022-06-28,Standard Class,MB-17305,FUR-BO-10001471,5486.67,14,0.1,2316.51,0.42,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",226.44,4,2022,6,4,Friday,High
IN-2022-17930,2022-10-17,2022-10-22,Standard Class,MG-17695,FUR-BO-10001471,3048.15,7,0.0,1463.07,0.48,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",226.44,5,2022,10,0,Monday,High
IN-2019-16985,2019-04-10,2019-09-10,Standard Class,FP-14320,FUR-BO-10001471,1567.62,4,0.1,661.86,0.42,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",226.44,153,2019,4,2,Wednesday,High
IN-2021-63633,2021-08-31,2021-06-09,Standard Class,DF-13135,FUR-BO-10001471,435.45,1,0.0,209.01,0.48,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",226.44,-83,2021,8,1,Tuesday,High
IN-2022-21731,2022-08-22,2022-08-24,First Class,CS-12175,FUR-BO-10001501,1236.42,3,0.0,531.63,0.43,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,2,2022,8,0,Monday,High
IN-2021-55674,2021-10-24,2021-10-30,Standard Class,CP-12085,FUR-BO-10001501,1298.241,5,0.37,123.591,0.1,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,6,2021,10,6,Sunday,Medium
IN-2021-10489,2021-05-31,2021-02-06,First Class,GH-14485,FUR-BO-10001501,535.782,2,0.35,65.922,0.12,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,-114,2021,5,0,Monday,Medium
IN-2020-62373,2020-09-29,2020-09-30,First Class,EM-14140,FUR-BO-10001501,535.782,2,0.35,65.922,0.12,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,1,2020,9,1,Tuesday,Medium
IN-2022-51607,2022-11-19,2022-11-24,Standard Class,HD-14785,FUR-BO-10001501,2060.7,5,0.0,886.05,0.43,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,5,2022,11,5,Saturday,High
IN-2021-65145,2021-01-26,2021-01-31,Standard Class,CS-11845,FUR-BO-10001501,3709.26,9,0.0,1594.89,0.43,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,5,2021,1,1,Tuesday,High
ID-2021-62163,2021-06-11,2021-12-11,Standard Class,MJ-17740,FUR-BO-10001501,741.852,2,0.1,271.992,0.37,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,183,2021,6,4,Friday,High
IN-2019-32581,2019-12-13,2019-12-17,Standard Class,MC-17605,FUR-BO-10001501,1112.778,3,0.1,407.988,0.37,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,4,2019,12,4,Friday,High
IN-2022-60469,2022-10-27,2022-10-31,Standard Class,SW-20455,FUR-BO-10001501,329.712,1,0.2,94.782,0.29,Furniture,Bookcases,"Bush Classic Bookcase, Metal",234.93,4,2022,10,3,Thursday,Medium
ID-2020-75309,2020-11-10,2020-10-16,Standard Class,CC-12610,FUR-BO-10001541,393.504,4,0.2,-59.136,-0.15,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,-25,2020,11,1,Tuesday,Low
ID-2022-40281,2022-12-30,2023-04-01,Standard Class,RA-19945,FUR-BO-10001541,232.4133,3,0.37,-107.0667,-0.46,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,92,2022,12,4,Friday,Low
IN-2022-16054,2022-11-10,2022-10-13,Second Class,PS-18760,FUR-BO-10001541,1029.2589,9,0.07,10.8189,0.01,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,-28,2022,11,3,Thursday,Low
IN-2019-45398,2019-09-18,2019-09-21,First Class,MA-17560,FUR-BO-10001541,110.673,1,0.1,-2.487,-0.02,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,3,2019,9,2,Wednesday,Low
IN-2022-37166,2022-04-24,2022-04-28,Standard Class,Dp-13240,FUR-BO-10001541,860.79,7,0.0,68.67,0.08,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,4,2022,4,6,Sunday,Low
ID-2022-54071,2022-09-05,2022-09-05,Same Day,JG-15310,FUR-BO-10001541,309.8844,4,0.37,-142.7556,-0.46,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",113.16,0,2022,9,0,Monday,Low
ID-2020-82610,2020-02-14,2020-02-14,Same Day,JL-15850,FUR-BO-10001558,612.684,6,0.4,-296.136,-0.48,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,0,2020,2,4,Friday,Low
IN-2020-80783,2020-01-07,2020-05-07,Second Class,NC-18625,FUR-BO-10001558,340.38,2,0.14984677493347998,37.44,0.11,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",151.47,121,2020,1,1,Tuesday,Medium
IN-2020-64424,2020-03-08,2020-09-08,Standard Class,TH-21115,FUR-BO-10001580,1106.46,9,0.0,187.92,0.17,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,184,2020,3,6,Sunday,Medium
IN-2022-19911,2022-07-22,2022-07-25,First Class,ED-13885,FUR-BO-10001580,737.64,6,0.0,125.28,0.17,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,3,2022,7,4,Friday,Medium
ID-2022-25707,2022-07-05,2022-05-13,Standard Class,CS-12355,FUR-BO-10001580,73.764,1,0.4,-28.296,-0.38,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,-53,2022,7,1,Tuesday,Low
IN-2021-20127,2021-04-19,2021-04-24,Standard Class,FG-14260,FUR-BO-10001580,491.76,4,0.0,83.52,0.17,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,5,2021,4,0,Monday,Medium
IN-2022-71382,2022-11-10,2022-10-16,Standard Class,TT-21070,FUR-BO-10001580,737.64,6,0.0,125.28,0.17,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,-25,2022,11,3,Thursday,Medium
ID-2022-52902,2022-12-30,2023-01-01,First Class,JW-16075,FUR-BO-10001580,387.261,5,0.37,-123.039,-0.32,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",102.06,2,2022,12,4,Friday,Low
IN-2022-47799,2022-08-26,2022-08-30,Standard Class,DN-13690,FUR-BO-10001585,591.3,3,0.14984677493347998,218.7,0.37,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",124.2,4,2022,8,4,Friday,High
IN-2022-58460,2022-12-13,2022-12-19,Standard Class,BT-11680,FUR-BO-10001598,1002.72,8,0.0,451.2,0.45,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,6,2022,12,1,Tuesday,High
IN-2020-72089,2020-08-09,2020-09-13,Standard Class,TB-21355,FUR-BO-10001598,225.612,2,0.1,87.732,0.39,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,35,2020,8,6,Sunday,High
IN-2022-62156,2022-09-26,2022-09-30,Second Class,GM-14455,FUR-BO-10001598,877.38,7,0.0,394.8,0.45,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,4,2022,9,0,Monday,High
IN-2022-44376,2022-05-24,2022-05-29,Standard Class,CS-12400,FUR-BO-10001598,338.418,3,0.14984677493347998,131.598,0.39,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,5,2022,5,1,Tuesday,High
IN-2022-28675,2022-04-17,2022-04-22,Standard Class,AF-10870,FUR-BO-10001598,125.34,1,0.0,56.4,0.45,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,5,2022,4,6,Sunday,High
IN-2019-62891,2019-05-10,2019-07-10,Second Class,BF-11215,FUR-BO-10001598,349.6986,3,0.07,142.8786,0.41,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,61,2019,5,4,Friday,High
IN-2021-48128,2021-11-21,2021-11-25,Standard Class,EH-13945,FUR-BO-10001641,133.3341,1,0.07,40.1241,0.3,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",93.21,4,2021,11,6,Sunday,High
IN-2022-52972,2022-01-01,2022-05-01,Standard Class,BD-11620,FUR-BO-10001641,143.37,1,0.0,50.16,0.35,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",93.21,120,2022,1,5,Saturday,High
IN-2022-73048,2022-02-15,2022-02-17,Second Class,AC-10615,FUR-BO-10001641,573.48,4,0.0,200.64,0.35,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",93.21,2,2022,2,1,Tuesday,High
IN-2020-55653,2020-09-16,2020-09-20,Standard Class,DW-13585,FUR-BO-10001641,716.85,5,0.0,250.8,0.35,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",93.21,4,2020,9,2,Wednesday,High
IN-2020-76471,2020-06-22,2020-06-28,Standard Class,JK-16090,FUR-BO-10001641,573.48,4,0.0,200.64,0.35,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",93.21,6,2020,6,0,Monday,High
IN-2022-68127,2022-06-30,2022-04-07,Standard Class,RH-19600,FUR-BO-10001668,216.3294,2,0.37,-113.3706,-0.52,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,-84,2022,6,3,Thursday,Low
ID-2022-66181,2022-12-25,2022-12-29,Standard Class,AF-10870,FUR-BO-10001668,772.605,5,0.1,-51.645,-0.07,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,4,2022,12,6,Sunday,Low
IN-2022-62730,2022-09-08,2022-08-13,Standard Class,FP-14320,FUR-BO-10001668,216.3294,2,0.37,-113.3706,-0.52,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,-26,2022,9,3,Thursday,Low
IN-2021-25763,2021-08-22,2021-08-28,Standard Class,TB-21055,FUR-BO-10001668,1373.52,8,0.0,54.72,0.04,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,6,2021,8,6,Sunday,Low
IN-2021-55814,2021-09-25,2021-01-10,Standard Class,TB-21190,FUR-BO-10001668,1081.647,7,0.1,-72.303,-0.07,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,-258,2021,9,5,Saturday,Low
ID-2020-12953,2020-04-10,2020-08-10,Standard Class,DP-13105,FUR-BO-10001668,463.563,3,0.1,-30.987,-0.07,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,122,2020,4,4,Friday,Low
IN-2019-31769,2019-12-23,2019-12-29,Standard Class,RE-19405,FUR-BO-10001668,309.042,2,0.1,-20.658,-0.07,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",164.85,6,2019,12,0,Monday,Low
