order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin
IN-2022-58460,13/12/2022,19/12/2022,Standard Class,BT-11680,FUR-BO-10001598,1002.72,8,0,451.2,0.45
IN-2020-72089,08/09/2020,13/09/2020,Standard Class,TB-21355,FUR-BO-10001598,225.612,2,0.1,87.732,0.39
IN-2022-62156,26/09/2022,30/09/2022,Second Class,GM-14455,FUR-BO-10001598,877.38,7,0,394.8,0.45
IN-2022-44376,24/05/2022,29/05/2022,Standard Class,CS-12400,FUR-BO-10001598,338.418,3,,131.598,0.39
IN-2022-28675,17/04/2022,22/04/2022,Standard Class,AF-10870,FUR-BO-10001598,125.34,1,0,56.4,0.45
IN-2019-62891,05/10/2019,07/10/2019,Second Class,BF-11215,FUR-BO-10001598,349.6986,3,0.07,142.8786,0.41
IN-2021-48128,21/11/2021,25/11/2021,Standard Class,EH-13945,FUR-BO-10001641,133.3341,1,0.07,40.1241,0.3
IN-2022-52972,01/01/2022,05/01/2022,Standard Class,BD-11620,FUR-BO-10001641,143.37,1,0,50.16,0.35
IN-2022-73048,15/02/2022,17/02/2022,Second Class,AC-10615,FUR-BO-10001641,573.48,4,0,200.64,0.35
IN-2020-55653,16/09/2020,20/09/2020,Standard Class,DW-13585,FUR-BO-10001641,716.85,5,0,250.8,0.35
IN-2020-76471,22/06/2020,28/06/2020,Standard Class,JK-16090,FUR-BO-10001641,573.48,4,0,200.64,0.35
IN-2022-68127,30/06/2022,04/07/2022,Standard Class,RH-19600,FUR-BO-10001668,216.3294,2,0.37,-113.3706,-0.52
ID-2022-66181,25/12/2022,29/12/2022,Standard Class,AF-10870,FUR-BO-10001668,772.605,5,0.1,-51.645,-0.07
IN-2022-62730,09/08/2022,13/08/2022,Standard Class,FP-14320,FUR-BO-10001668,216.3294,2,0.37,-113.3706,-0.52
IN-2021-25763,22/08/2021,28/08/2021,Standard Class,TB-21055,FUR-BO-10001668,1373.52,8,0,54.72,0.04
IN-2021-55814,25/09/2021,01/10/2021,Standard Class,TB-21190,FUR-BO-10001668,1081.647,7,0.1,-72.303,-0.07
ID-2020-12953,04/10/2020,08/10/2020,Standard Class,DP-13105,FUR-BO-10001668,463.563,3,0.1,-30.987,-0.07
IN-2019-31769,23/12/2019,29/12/2019,Standard Class,RE-19405,FUR-BO-10001668,309.042,2,0.1,-20.658,-0.07
ID-2021-14766,26/11/2021,29/11/2021,First Class,HM-14980,FUR-BO-10001668,309.042,2,0.1,-20.658,-0.07
ID-2022-71081,17/09/2022,22/09/2022,Standard Class,MG-17695,FUR-BO-10001679,85.464,1,0.4,2.844,0.03
IN-2021-68708,30/05/2021,03/06/2021,Standard Class,AC-10450,FUR-BO-10001679,264.9384,2,0.07,99.6984,0.38
IN-2022-51635,23/01/2022,23/01/2022,Same Day,JK-15625,FUR-BO-10001679,264.9384,2,0.07,99.6984,0.38
IN-2019-24349,06/09/2019,13/09/2019,Standard Class,EH-13990,FUR-BO-10001679,555.516,6,0.35,59.796,0.11
IN-2021-53987,06/01/2021,12/01/2021,Standard Class,QJ-19255,FUR-BO-10001708,757.5,5,0,151.5,0.2
IN-2020-44096,26/06/2020,30/06/2020,Standard Class,RB-19465,FUR-BO-10001708,545.4,4,0.1,60.6,0.11
IN-2021-76590,26/06/2021,01/07/2021,Standard Class,JC-15385,FUR-BO-10001708,303,2,0,60.6,0.2
IN-2022-71417,28/02/2022,04/03/2022,Second Class,LD-17005,FUR-BO-10001708,545.4,4,0.1,60.6,0.11
IN-2022-59706,28/05/2022,02/06/2022,Standard Class,VP-21760,FUR-BO-10001708,454.5,3,0,90.9,0.2
IN-2020-28612,07/04/2020,13/04/2020,Standard Class,MW-18235,FUR-BO-10001708,530.25,7,0.5,-318.15,-0.6
IN-2020-78333,13/12/2020,18/12/2020,Standard Class,CM-12715,FUR-BO-10001708,454.5,3,0,90.9,0.2
IN-2022-83947,01/01/2022,06/01/2022,Standard Class,MG-17695,FUR-BO-10001746,171.36,2,0.4,-17.16,-0.1
IN-2021-36193,16/10/2021,21/10/2021,Second Class,TZ-21445,FUR-BO-10001749,825.36,2,0,49.5,0.06
ID-2021-57004,02/11/2021,07/11/2021,Standard Class,JH-15820,FUR-BO-10001749,660.288,2,0.2,-115.572,-0.18
ID-2020-79789,29/05/2020,03/06/2020,Standard Class,KB-16315,FUR-BO-10001749,990.432,3,0.2,-173.358,-0.18
IN-2019-62737,17/11/2019,23/11/2019,Standard Class,PL-18925,FUR-BO-10001749,2063.4,5,0,123.75,0.06
IN-2022-51432,20/06/2022,26/06/2022,Standard Class,KD-16495,FUR-BO-10001749,2063.4,5,0,123.75,0.06
ID-2019-47155,23/06/2019,25/06/2019,First Class,AR-10405,FUR-BO-10001749,619.02,3,0.5,-544.77,-0.88
IN-2021-50214,12/07/2021,16/07/2021,Standard Class,JH-15910,FUR-BO-10001749,2888.76,7,0,173.25,0.06
IN-2022-59363,09/10/2022,11/10/2022,Second Class,TB-21595,FUR-BO-10001753,302.625,5,0.5,-36.375,-0.12
ID-2020-41408,13/01/2020,18/01/2020,Standard Class,RD-19585,FUR-BO-10001753,78.6825,1,0.35,10.8825,0.14
IN-2019-25224,07/05/2019,11/05/2019,Standard Class,LD-17005,FUR-BO-10001753,387.36,4,0.2,116.16,0.3
IN-2020-44509,06/10/2020,08/10/2020,Second Class,JW-15955,FUR-BO-10001753,121.05,2,0.5,-14.55,-0.12
IN-2021-69051,13/06/2021,17/06/2021,Standard Class,JA-15970,FUR-BO-10001753,242.1,2,0,106.5,0.44
IN-2019-68120,30/10/2019,04/11/2019,Standard Class,JL-15235,FUR-BO-10001753,544.725,5,0.1,205.725,0.38
IN-2019-45048,19/08/2019,23/08/2019,Standard Class,SJ-20500,FUR-BO-10001753,605.25,5,0,266.25,0.44
IN-2022-75736,27/05/2022,31/05/2022,Second Class,GD-14590,FUR-BO-10001753,762.615,7,0.1,288.015,0.38
IN-2021-79159,13/12/2021,14/12/2021,First Class,CK-12595,FUR-BO-10001753,326.835,3,0.1,123.435,0.38
ID-2021-57585,07/08/2021,13/08/2021,Standard Class,DC-12850,FUR-BO-10001822,651.348,2,0.1,-50.712,-0.08
ID-2019-78592,04/08/2019,08/08/2019,Standard Class,LH-17155,FUR-BO-10001822,2605.392,9,0.2,-553.878,-0.21
IN-2022-54708,24/05/2022,29/05/2022,Second Class,LA-16780,FUR-BO-10001822,1447.44,4,0,43.32,0.03
IN-2019-19295,22/10/2019,26/10/2019,Standard Class,PJ-18835,FUR-BO-10001822,1302.696,4,0.1,-101.424,-0.08
IN-2022-11896,15/12/2022,19/12/2022,Second Class,KH-16330,FUR-BO-10001822,361.86,1,0,10.83,0.03
IN-2021-86488,09/05/2021,13/05/2021,Standard Class,TG-21310,FUR-BO-10001835,779.58,2,0,202.68,0.26
IN-2020-66685,23/08/2020,30/08/2020,Standard Class,Co-12640,FUR-BO-10001860,294.6,2,0,106.02,0.36
IN-2021-70297,17/12/2021,21/12/2021,Standard Class,LS-16975,FUR-BO-10001860,589.2,4,0,212.04,0.36
IN-2019-69443,09/09/2019,13/09/2019,Standard Class,MF-18250,FUR-BO-10001860,649.593,7,0.37,-10.437,-0.02
IN-2022-13184,11/02/2022,15/02/2022,Standard Class,AB-10015,FUR-BO-10001860,185.598,2,0.37,-2.982,-0.02
IN-2022-36431,08/04/2022,11/04/2022,Second Class,DR-12880,FUR-BO-10001860,736.5,5,0,265.05,0.36
ID-2022-85529,08/05/2022,12/05/2022,Standard Class,AG-10300,FUR-BO-10001872,449.496,6,0.4,-30.024,-0.07
IN-2022-49815,09/06/2022,16/06/2022,Standard Class,RB-19330,FUR-BO-10001874,445.95,3,0,80.19,0.18
ID-2020-31419,07/11/2020,12/11/2020,Standard Class,SL-20155,FUR-BO-10001874,193.245,2,0.35,-50.595,-0.26
IN-2019-12554,31/12/2019,07/01/2020,Standard Class,YC-21895,FUR-BO-10001874,743.25,5,0,133.65,0.18
IN-2022-54197,31/03/2022,04/04/2022,Standard Class,DB-13405,FUR-BO-10001874,743.25,5,0,133.65,0.18
IN-2020-25238,23/05/2020,28/05/2020,Standard Class,JM-15250,FUR-BO-10001874,133.785,1,0.1,11.865,0.09
ID-2022-53623,04/06/2022,08/06/2022,Standard Class,DS-13180,FUR-BO-10001874,1105.956,8,0.07,130.596,0.12
IN-2022-25980,04/01/2022,09/01/2022,Standard Class,KD-16495,FUR-BO-10001874,401.355,3,0.1,35.595,0.09
IN-2020-77724,17/09/2020,21/09/2020,Standard Class,SC-20695,FUR-BO-10001874,276.489,2,0.07,32.649,0.12
IN-2021-81665,03/09/2021,08/09/2021,Standard Class,TC-21475,FUR-BO-10001875,1467.36,4,0,630.96,0.43
IN-2022-83723,01/08/2022,02/08/2022,First Class,EH-14125,FUR-BO-10001875,366.84,1,0,157.74,0.43
IN-2019-26176,17/08/2019,21/08/2019,Standard Class,KB-16600,FUR-BO-10001934,3274.02,9,0,261.9,0.08
IN-2020-36396,25/11/2020,27/11/2020,Second Class,RD-19900,FUR-BO-10001934,1455.12,4,0,116.4,0.08
IN-2021-63773,01/06/2021,03/06/2021,First Class,VS-21820,FUR-BO-10001934,1455.12,4,0,116.4,0.08
ID-2021-29564,03/01/2021,04/01/2021,First Class,RL-19615,FUR-BO-10001934,1637.01,5,0.1,-36.39,-0.02
ID-2019-50494,13/08/2019,17/08/2019,Standard Class,MG-17650,FUR-BO-10001934,327.402,1,0.1,-7.278,-0.02
IN-2020-16873,26/12/2020,31/12/2020,Standard Class,MW-18220,FUR-BO-10001934,2182.68,6,0,174.6,0.08
ID-2022-22851,11/08/2022,16/08/2022,Second Class,TB-21190,FUR-BO-10001934,338.3154,1,0.07,3.6354,0.01
ID-2019-35885,26/10/2019,30/10/2019,Standard Class,VM-21685,FUR-BO-10001934,873.072,3,0.2,-130.968,-0.15
ID-2020-37642,09/10/2020,15/10/2020,Standard Class,CB-12025,FUR-BO-10001934,945.828,4,0.35,-392.892,-0.42
IN-2021-76835,13/08/2021,17/08/2021,Standard Class,RA-19285,FUR-BO-10001934,1091.34,3,0,87.3,0.08
ID-2022-35038,24/11/2022,30/11/2022,Standard Class,EM-13960,FUR-BO-10001934,458.3628,2,0.37,-210.9972,-0.46
ID-2022-55338,08/05/2022,14/05/2022,Standard Class,JW-15220,FUR-BO-10001934,945.828,4,0.35,-392.892,-0.42
ID-2022-23201,01/02/2022,06/02/2022,Standard Class,SG-20890,FUR-BO-10001934,654.804,2,0.1,-14.556,-0.02
IN-2019-59685,05/08/2019,09/08/2019,Standard Class,BM-11785,FUR-BO-10001934,1455.12,4,0,116.4,0.08
IN-2021-20303,10/10/2021,17/10/2021,Standard Class,KC-16540,FUR-BO-10001967,410.346,3,0.1,4.536,0.01
IN-2019-67616,16/12/2019,21/12/2019,Second Class,NC-18625,FUR-BO-10001967,683.91,5,0.1,7.56,0.01
ID-2019-25581,18/10/2019,21/10/2019,First Class,LS-17230,FUR-BO-10001967,243.168,2,0.2,-27.372,-0.11
IN-2019-54169,25/09/2019,28/09/2019,Second Class,MG-17875,FUR-BO-10002000,2220.534,6,0.1,123.354,0.06
IN-2022-21171,18/03/2022,23/03/2022,Standard Class,BD-11320,FUR-BO-10002000,822.42,2,0,123.36,0.15
IN-2020-63654,20/10/2020,25/10/2020,Standard Class,CA-12775,FUR-BO-10002000,740.178,2,0.1,41.118,0.06
IN-2020-74049,21/03/2020,25/03/2020,Standard Class,BF-11170,FUR-BO-10002000,2878.47,7,0,431.76,0.15
ID-2022-25077,26/09/2022,02/10/2022,Standard Class,KD-16270,FUR-BO-10002000,382.4253,1,0.07,32.8953,0.09
IN-2019-75323,20/09/2019,25/09/2019,Standard Class,SC-20095,FUR-BO-10002031,1968.03,5,0.1,262.38,0.13
ID-2022-37894,17/07/2022,17/07/2022,Same Day,KL-16645,FUR-BO-10002031,1049.616,4,0.4,-314.904,-0.3
IN-2021-65068,02/10/2021,04/10/2021,First Class,BF-11005,FUR-BO-10002031,437.34,1,0,96.21,0.22
IN-2020-29459,26/10/2020,30/10/2020,Standard Class,DW-13195,FUR-BO-10002031,2186.7,5,0,481.05,0.22
IN-2022-15585,15/10/2022,21/10/2022,Standard Class,LP-17095,FUR-BO-10002031,874.68,2,0,192.42,0.22
ID-2019-31699,09/12/2019,13/12/2019,Standard Class,PM-19135,FUR-BO-10002031,852.813,3,0.35,-170.577,-0.2
ID-2020-41408,13/01/2020,18/01/2020,Standard Class,RD-19585,FUR-BO-10002032,161.109,2,0.35,-27.291,-0.17
IN-2019-30985,01/04/2019,05/04/2019,Standard Class,RW-19540,FUR-BO-10002032,223.074,2,0.1,34.674,0.16
IN-2021-21003,18/10/2021,20/10/2021,Second Class,SS-20140,FUR-BO-10002032,1115.37,9,0,267.57,0.24
IN-2022-14150,08/10/2022,10/10/2022,First Class,LD-17005,FUR-BO-10002032,247.86,2,0,59.46,0.24
IN-2021-38475,05/07/2021,05/07/2021,Same Day,EH-14185,FUR-BO-10002204,314.991,2,0.07,125.271,0.4
IN-2021-71753,20/12/2021,25/12/2021,Standard Class,JM-16195,FUR-BO-10002204,414.03,1,0,169.74,0.41
IN-2020-34310,29/08/2020,02/09/2020,Standard Class,JK-16120,FUR-BO-10002204,991.92,8,0,456.24,0.46
ID-2022-60665,13/08/2022,18/08/2022,Standard Class,LC-16960,FUR-BO-10002204,725.3415,9,0.35,122.7015,0.17
IN-2022-20415,01/08/2022,05/08/2022,Standard Class,GM-14455,FUR-BO-10002204,2070.15,5,0,848.7,0.41
ID-2022-27765,08/09/2022,11/09/2022,First Class,KM-16720,FUR-BO-10002204,2152.956,8,0.35,198.636,0.09
IN-2022-15011,26/11/2022,02/12/2022,Standard Class,MC-17635,FUR-BO-10002204,338.7,2,0,148.98,0.44
IN-2022-67504,19/11/2022,24/11/2022,Standard Class,CB-12535,FUR-BO-10002204,334.773,3,0.1,133.893,0.4
ID-2022-36473,24/10/2022,26/10/2022,First Class,RB-19435,FUR-BO-10002277,646.4988,4,0.07,-13.9812,-0.02
ID-2021-60938,01/01/2021,03/01/2021,First Class,JE-15475,FUR-BO-10002277,625.644,4,0.1,-34.836,-0.06
IN-2022-73594,27/05/2022,31/05/2022,Second Class,FM-14215,FUR-BO-10002277,521.37,3,0,26.01,0.05
IN-2020-10902,09/11/2020,16/11/2020,Standard Class,NL-18310,FUR-BO-10002285,754.05,5,0,120.6,0.16
ID-2020-32840,14/08/2020,19/08/2020,Standard Class,GZ-14470,FUR-BO-10002285,294.0795,3,0.35,-85.9905,-0.29
IN-2020-36788,14/08/2020,18/08/2020,Standard Class,EM-13960,FUR-BO-10002289,373.23,3,0,89.55,0.24
IN-2022-19239,02/10/2022,04/10/2022,First Class,PL-18925,FUR-BO-10002289,248.82,2,0,59.7,0.24
IN-2019-12526,23/06/2019,28/06/2019,Standard Class,RR-19315,FUR-BO-10002300,462.672,3,0.1,25.632,0.06
IN-2019-62737,17/11/2019,23/11/2019,Standard Class,PL-18925,FUR-BO-10002300,856.8,5,0,128.4,0.15
IN-2022-12232,04/11/2022,11/11/2022,Standard Class,CM-12385,FUR-BO-10002300,137.088,1,0.2,-8.592,-0.06
ID-2020-37082,28/12/2020,01/01/2021,Standard Class,VT-21700,FUR-BO-10002308,470.88,3,0.2,0,0
IN-2019-72215,04/05/2019,09/05/2019,Standard Class,JR-15670,FUR-BO-10002308,588.6,3,0,117.72,0.2
ID-2022-24391,23/09/2022,25/09/2022,First Class,FH-14365,FUR-BO-10002308,364.932,2,0.07,51.012,0.14
IN-2020-74168,21/10/2020,25/10/2020,Standard Class,JM-15535,FUR-BO-10002308,784.8,4,0,156.96,0.2
ID-2019-24160,30/12/2019,02/01/2020,Second Class,SB-20170,FUR-BO-10002308,353.16,2,0.1,39.24,0.11
IN-2020-35990,13/01/2020,20/01/2020,Standard Class,AG-10270,FUR-BO-10002308,1962,10,0,392.4,0.2
ID-2021-73069,18/09/2021,18/09/2021,Same Day,JF-15565,FUR-BO-10002387,1751.625,5,0.1,38.925,0.02
IN-2022-66027,15/12/2022,19/12/2022,Standard Class,SV-20935,FUR-BO-10002387,2534.0175,7,0.07,136.2375,0.05
IN-2020-10146,26/02/2020,02/03/2020,Standard Class,RE-19450,FUR-BO-10002387,700.65,2,0.1,15.57,0.02
ID-2021-30915,11/06/2021,17/06/2021,Standard Class,TB-21520,FUR-BO-10002390,674.901,2,0.07,14.481,0.02
IN-2020-13345,29/06/2020,29/06/2020,Same Day,BN-11470,FUR-BO-10002390,725.7,2,0,65.28,0.09
IN-2022-79383,01/05/2022,04/05/2022,Second Class,PP-18955,FUR-BO-10002390,653.13,2,0.1,-7.29,-0.01
ID-2021-66104,05/03/2021,10/03/2021,Second Class,HA-14905,FUR-BO-10002390,1179.2625,5,0.35,-471.7875,-0.4
IN-2022-40764,27/03/2022,02/04/2022,Standard Class,RB-19435,FUR-BO-10002390,362.85,1,0,32.64,0.09
IN-2022-27303,31/01/2022,04/02/2022,Standard Class,RA-19885,FUR-BO-10002390,362.85,1,0,32.64,0.09
IN-2019-52426,13/04/2019,18/04/2019,Standard Class,CH-12070,FUR-BO-10002390,1451.4,4,0,130.56,0.09
IN-2022-37117,14/02/2022,20/02/2022,Standard Class,RW-19690,FUR-BO-10002423,358.668,2,0.1,75.708,0.21
IN-2019-23138,29/11/2019,04/12/2019,Second Class,KN-16705,FUR-BO-10002423,179.334,1,0.1,37.854,0.21
IN-2022-35297,14/02/2022,15/02/2022,First Class,KB-16405,FUR-BO-10002423,259.038,2,0.35,-23.922,-0.09
ID-2019-43977,28/12/2019,02/01/2020,Standard Class,CM-12115,FUR-BO-10002423,251.0676,2,0.37,-31.8924,-0.13
IN-2022-43410,14/08/2022,18/08/2022,Second Class,BO-11350,FUR-BO-10002444,702.27,2,0.1,179.43,0.26
IN-2020-74049,21/03/2020,25/03/2020,Standard Class,BF-11170,FUR-BO-10002444,780.3,2,0,257.46,0.33
IN-2019-67651,22/05/2019,26/05/2019,Second Class,EP-13915,FUR-BO-10002444,2539.8765,7,0.07,709.9365,0.28
ID-2022-54589,19/10/2022,26/10/2022,Standard Class,SM-20320,FUR-BO-10002462,768.366,2,0.07,-41.334,-0.05
IN-2019-44901,23/02/2019,26/02/2019,First Class,MG-18205,FUR-BO-10002462,2065.5,5,0,41.25,0.02
ID-2022-75190,06/06/2022,10/06/2022,Standard Class,PP-18955,FUR-BO-10002462,743.58,2,0.1,-66.12,-0.09
IN-2019-23131,22/12/2019,29/12/2019,Standard Class,JG-15160,FUR-BO-10002510,145.89,1,0,18.96,0.13
IN-2020-62373,29/09/2020,30/09/2020,First Class,EM-14140,FUR-BO-10002510,379.314,4,0.35,-128.406,-0.34
ID-2020-69814,03/04/2020,08/04/2020,Second Class,JH-15910,FUR-BO-10002510,607.824,4,0.1,60.744,0.1
IN-2021-34268,05/03/2021,10/03/2021,Standard Class,LC-16870,FUR-BO-10002510,291.78,2,0,37.92,0.13
IN-2022-58733,18/06/2022,20/06/2022,First Class,AJ-10960,FUR-BO-10002510,607.824,4,0.1,60.744,0.1
ID-2022-21542,17/09/2022,22/09/2022,Standard Class,LC-16930,FUR-BO-10002510,350.136,3,0.2,-30.654,-0.09
IN-2019-51523,10/12/2019,16/12/2019,Standard Class,HF-14995,FUR-BO-10002510,271.3554,2,0.07,17.4954,0.06
IN-2021-18497,18/05/2021,21/05/2021,First Class,SH-19975,FUR-BO-10002510,759.78,5,0.1,75.93,0.1
IN-2020-74147,29/12/2020,02/01/2021,Standard Class,DJ-13420,FUR-BO-10002510,844.2,5,0,160.35,0.19
IN-2019-27471,04/09/2019,08/09/2019,Standard Class,LO-17170,FUR-BO-10002510,437.67,3,0,56.88,0.13
IN-2020-72600,31/12/2020,04/01/2021,Standard Class,LH-16900,FUR-BO-10002510,455.868,3,0.1,45.558,0.1
IN-2019-15984,17/11/2019,17/11/2019,Same Day,SS-20410,FUR-BO-10002510,337.68,2,0,64.14,0.19
ID-2022-13940,07/10/2022,12/10/2022,Second Class,DK-13375,FUR-BO-10002682,402.246,3,0.1,8.856,0.02
IN-2019-61960,08/12/2019,14/12/2019,Standard Class,PO-18865,FUR-BO-10002682,595.92,4,0,71.4,0.12
IN-2022-45174,14/11/2022,18/11/2022,Standard Class,JL-15235,FUR-BO-10002736,1174.56,8,0,187.92,0.16
ID-2020-40176,02/10/2020,06/10/2020,Standard Class,HM-14860,FUR-BO-10002736,286.299,3,0.35,-83.691,-0.29
IN-2021-38566,16/05/2021,20/05/2021,Standard Class,JS-16030,FUR-BO-10002736,924.966,7,0.1,61.656,0.07
IN-2020-59916,17/08/2020,21/08/2020,Standard Class,SW-20755,FUR-BO-10002736,264.276,2,0.1,17.616,0.07
IN-2020-63787,24/05/2020,24/05/2020,Same Day,PM-19135,FUR-BO-10002736,660.69,5,0.1,44.04,0.07
ID-2021-51880,18/04/2021,22/04/2021,Standard Class,NF-18385,FUR-BO-10002738,194.766,2,0.35,-95.934,-0.49
ID-2022-24538,10/10/2022,12/10/2022,Second Class,PC-18745,FUR-BO-10002738,194.766,2,0.35,-95.934,-0.49
IN-2022-48275,19/07/2022,24/07/2022,Standard Class,MG-18145,FUR-BO-10002738,74.91,1,0.5,-70.44,-0.94
IN-2019-13723,28/12/2019,30/12/2019,First Class,VD-21670,FUR-BO-10002738,278.6652,2,0.07,-12.0348,-0.04
IN-2021-83485,28/06/2021,02/07/2021,Standard Class,DL-12925,FUR-BO-10002793,1573.92,8,0,786.96,0.5
IN-2022-81973,19/11/2022,19/11/2022,Same Day,JG-15805,FUR-BO-10002793,236.088,2,0.4,39.348,0.17
IN-2022-66853,19/05/2022,24/05/2022,Second Class,DB-12970,FUR-BO-10002819,220.644,2,0.1,46.524,0.21
IN-2022-24384,22/04/2022,25/04/2022,Second Class,RB-19360,FUR-BO-10002819,858.06,7,0,248.64,0.29
IN-2020-67490,09/11/2020,14/11/2020,Standard Class,GM-14695,FUR-BO-10002819,159.354,2,0.35,-14.766,-0.09
IN-2022-24041,19/06/2022,22/06/2022,Second Class,MK-18160,FUR-BO-10002819,341.9982,3,0.07,80.8182,0.24
ID-2022-52993,11/06/2022,17/06/2022,Standard Class,MG-17875,FUR-BO-10002819,330.966,3,0.1,69.786,0.21
IN-2021-25112,14/07/2021,16/07/2021,First Class,Co-12640,FUR-BO-10002819,612.9,5,0,177.6,0.29
IN-2022-61904,20/02/2022,23/02/2022,Second Class,JK-15370,FUR-BO-10002819,341.9982,3,0.07,80.8182,0.24
IN-2021-82519,12/04/2021,18/04/2021,Standard Class,CA-12775,FUR-BO-10002852,252.06,2,0,12.6,0.05
ID-2020-83604,29/08/2020,29/08/2020,Same Day,PO-19195,FUR-BO-10002866,1582.2,6,0.4,-870.3,-0.55
ID-2022-20058,18/06/2022,23/06/2022,Standard Class,SV-20365,FUR-BO-10002964,537.705,5,0.37,-213.495,-0.4
ID-2021-49136,18/07/2021,22/07/2021,Standard Class,SC-20695,FUR-BO-10002964,537.705,5,0.37,-213.495,-0.4
IN-2019-29634,09/10/2019,15/10/2019,Standard Class,NM-18445,FUR-BO-10002964,853.5,5,0,102.3,0.12
IN-2021-34170,19/12/2021,26/12/2021,Standard Class,FH-14275,FUR-BO-10002990,3707.352,11,0.07,1554.432,0.42
IN-2019-40323,11/11/2019,14/11/2019,First Class,SC-20680,FUR-BO-10002990,724.8,2,0,333.36,0.46
IN-2020-16194,27/10/2020,01/11/2020,Standard Class,CK-12325,FUR-BO-10002990,724.8,2,0,333.36,0.46
IN-2021-47197,26/06/2021,30/06/2021,Second Class,AA-10645,FUR-BO-10002990,1630.8,5,0.1,652.2,0.4
ID-2020-43711,11/08/2020,11/08/2020,Same Day,BE-11410,FUR-BO-10002990,1685.16,5,0.07,706.56,0.42
IN-2021-38671,26/06/2021,27/06/2021,First Class,BT-11680,FUR-BO-10002990,724.8,2,0,333.36,0.46
IN-2022-24622,22/10/2022,28/10/2022,Standard Class,MM-17920,FUR-BO-10003022,281.82,2,0,98.58,0.35
IN-2022-72348,22/09/2022,28/09/2022,Standard Class,GH-14425,FUR-BO-10003022,845.46,6,0,295.74,0.35
IN-2021-78214,11/12/2021,17/12/2021,Standard Class,KN-16705,FUR-BO-10003022,422.73,3,0,147.87,0.35
IN-2019-12043,20/08/2019,24/08/2019,Standard Class,CS-11845,FUR-BO-10003029,1938.15,5,0,135.6,0.07
IN-2022-63766,22/11/2022,26/11/2022,Standard Class,MK-18160,FUR-BO-10003029,1162.89,3,0,81.36,0.07
ID-2019-53686,04/11/2019,09/11/2019,Standard Class,MC-17845,FUR-BO-10003029,244.2069,1,0.37,-116.3031,-0.48
ID-2022-27163,27/10/2022,31/10/2022,Second Class,DV-13045,FUR-BO-10003046,2189.0898,6,0.07,541.3698,0.25
IN-2021-20450,28/05/2021,02/06/2021,Standard Class,TM-21490,FUR-BO-10003046,1094.5449,3,0.07,270.6849,0.25
IN-2022-14290,29/09/2022,04/10/2022,Standard Class,SR-20740,FUR-BO-10003046,1059.237,3,0.1,235.377,0.22
ID-2022-22270,08/02/2022,12/02/2022,Second Class,TZ-21445,FUR-BO-10003046,706.158,3,0.4,-117.702,-0.17
IN-2021-28892,09/02/2021,15/02/2021,Standard Class,CK-12595,FUR-BO-10003046,364.8483,1,0.07,90.2283,0.25
ID-2022-63514,01/01/2022,03/01/2022,Second Class,WB-21850,FUR-BO-10003046,706.158,2,0.1,156.918,0.22
ID-2022-80979,06/09/2022,06/09/2022,Same Day,AS-10135,FUR-BO-10003078,179.352,2,0.4,-5.988,-0.03
ID-2020-86957,24/03/2020,29/03/2020,Standard Class,BM-11785,FUR-BO-10003078,89.676,1,0.4,-2.994,-0.03
IN-2022-78900,03/12/2022,07/12/2022,Standard Class,JF-15190,FUR-BO-10003086,1559.16,4,0,405.36,0.26
IN-2019-77885,02/08/2019,07/08/2019,Standard Class,JF-15565,FUR-BO-10003086,253.3635,1,0.35,-35.0865,-0.14
IN-2019-43634,04/12/2019,08/12/2019,Standard Class,JB-15925,FUR-BO-10003086,362.5047,1,0.07,74.0547,0.2
ID-2021-81525,23/10/2021,27/10/2021,Standard Class,TN-21040,FUR-BO-10003181,89.352,1,0.4,-59.568,-0.67
IN-2022-46007,21/11/2022,24/11/2022,Second Class,JS-15685,FUR-BO-10003185,509.4,3,0,5.04,0.01
IN-2019-51698,04/08/2019,08/08/2019,Standard Class,KN-16705,FUR-BO-10003185,509.4,3,0,5.04,0.01
IN-2019-11784,24/12/2019,31/12/2019,Standard Class,TS-21430,FUR-BO-10003185,339.6,2,0,3.36,0.01
ID-2020-12673,16/08/2020,19/08/2020,First Class,KN-16390,FUR-BO-10003206,117.558,1,0.4,-58.782,-0.5
IN-2020-55618,13/12/2020,19/12/2020,Standard Class,MG-17695,FUR-BO-10003206,1175.58,6,0,117.54,0.1
IN-2022-41709,25/10/2022,29/10/2022,Standard Class,BE-11335,FUR-BO-10003206,1234.359,7,0.1,-0.021,0
ID-2021-36256,05/10/2021,10/10/2021,Standard Class,EB-13840,FUR-BO-10003206,529.011,3,0.1,-0.009,0
IN-2020-41261,16/10/2020,22/10/2020,Standard Class,TB-21055,FUR-BO-10003206,587.79,3,0,58.77,0.1
IN-2022-46777,26/01/2022,30/01/2022,Standard Class,KD-16345,FUR-BO-10003282,2485.62,6,0,795.24,0.32
IN-2022-25014,30/01/2022,03/02/2022,Standard Class,AH-10585,FUR-BO-10003282,1864.215,5,0.1,455.565,0.24
IN-2021-48765,29/10/2021,01/11/2021,First Class,BK-11260,FUR-BO-10003282,3728.43,9,0,1192.86,0.32
ID-2021-10909,22/11/2021,26/11/2021,Standard Class,CP-12340,FUR-BO-10003301,405.144,3,0.2,-0.036,0
